업체회원ID,상호명,주소,음식분야,음식점전화번호,사업자등록번호,테이블정보,메뉴정보,운영시간정보
null,우리식당,서울특별시 동대문구 답십리동 472-56 (간데메서길15) ,한식,null,null,null,null,null
null,유성관,서울특별시 동대문구 회기동 42-23 ,한식,null,null,null,null,null
null,월미당 경희대점,서울특별시 동대문구 회기동 19 1층 ,한식,null,null,null,null,null
null,휘경식당,서울특별시 동대문구 휘경동 267-101 (망우로 155) ,한식,null,null,null,null,null
null,현대갈비마을,서울특별시 동대문구 장안동 284-3 (경안길80) ,한식,null,null,null,null,null
null,군산아구찜,서울특별시 동대문구 장안동 447-1 (장평4길12) ,한식,null,null,null,null,null
null,기다림,서울특별시 동대문구 장안동 167-19 (장일길18) ,한식,null,null,null,null,null
null,금족,서울특별시 동대문구 장안동 345-3 ,한식,null,null,null,null,null
null,장수닭도리탕감자탕,서울특별시 동대문구 장안동 345-3 102호,한식,null,null,null,null,null
null,옛집한우허파,서울특별시 동대문구 장안동 103-1 (사가정길222) ,한식,null,null,null,null,null
null,수연,서울특별시 동대문구 답십리동 477-38 (답오1길25) ,한식,null,null,null,null,null
null,바다가육지,서울특별시 동대문구 장안동 397-16 ,일식,null,null,null,null,null
null,도모다찌,서울특별시 동대문구 회기동 19 ,경양식,null,null,null,null,null
null,젠(zen),서울특별시 동대문구 이문동 305-3 지하1층 ,경양식,null,null,null,null,null
null,세도락,서울특별시 동대문구 답십리동 93-9 (전농로100) ,경양식,null,null,null,null,null
null,서병장대김이병,서울특별시 동대문구 회기동 25 ,한식,null,null,null,null,null
null,백돈,서울특별시 동대문구 장안동 366-6 (장한로106) ,한식,null,null,null,null,null
null,토크쇼 ,서울특별시 동대문구 장안동 351-3 (장평6길17-6) ,한식,null,null,null,null,null
null,약속,서울특별시 동대문구 전농동 643-67 ,한식,null,null,null,null,null
null,부어치킨,서울특별시 동대문구 장안동 143-40 ,한식,null,null,null,null,null
null,한우동청량리점,서울특별시 동대문구 청량리동 645-0 ,한식,null,null,null,null,null
null,치악산 흑염소요리전문점,서울특별시 동대문구 장안동 309-3 지상1층 ,한식,null,null,null,null,null
null,육회지존,서울특별시 동대문구 휘경동 329 ,한식,null,null,null,null,null
null,초우마을,서울특별시 동대문구 휘경동 329 2층 ,한식,null,null,null,null,null
null,반지하돈부리,서울특별시 동대문구 휘경동 294-187 ,한식,null,null,null,null,null
null,구공탄뽈따구,서울특별시 동대문구 휘경동 319-26 1층 ,한식,null,null,null,null,null
null,선이네순대국,서울특별시 동대문구 이문동 287-18 ,한식,null,null,null,null,null
null,닭한마리,서울특별시 동대문구 이문동 288-61 ,한식,null,null,null,null,null
null,부산대구탕,서울특별시 동대문구 답십리동 956-21 (부품상가6길27-1) ,한식,null,null,null,null,null
null,장안보쌈&족발,서울특별시 동대문구 장안동 304-2 (장한로 171) ,한식,null,null,null,null,null
null,석산식당,서울특별시 동대문구 장안동 430-12 (안골공원1길12) ,한식,null,null,null,null,null
null,우정식당,서울특별시 동대문구 장안동 330-2 (답십리길 293) ,한식,null,null,null,null,null
null,조선왕순대,서울특별시 동대문구 장안동 428-14 1층 ,한식,null,null,null,null,null
null,뚝배기 양평해장국,서울특별시 동대문구 장안동 429-3 (장한로 51) ,한식,null,null,null,null,null
null,대하갈비냉면,서울특별시 동대문구 전농동 295-27 (부군당길12) ,한식,null,null,null,null,null
null,목포홍탁,서울특별시 동대문구 전농동 204-196 (전농시장1길6-1) ,한식,null,null,null,null,null
null,이따가,서울특별시 동대문구 전농동 643-65 (배봉로 51-6) ,한식,null,null,null,null,null
null,영지닭한마리,서울특별시 동대문구 전농동 494-32 (이삭5길14) ,한식,null,null,null,null,null
null,이조식당,서울특별시 동대문구 제기동 1124-0 (약령길 22-13) ,탕류(보신용),null,null,null,null,null
null,하얼빈양꼬치샤브샤브,서울특별시 동대문구 신설동 98-34 1층 ,한식,null,null,null,null,null
null,이천농장,서울특별시 동대문구 제기동 1131 2층 ,한식,null,null,null,null,null
null,새마당회,서울특별시 동대문구 회기동 16-85 ,한식,null,null,null,null,null
null,고대로 찌개집 2,서울특별시 동대문구 제기동 137-38 ,한식,null,null,null,null,null
null,닭한마리 호정,서울특별시 동대문구 제기동 67-85 (제기골6길 1) ,한식,null,null,null,null,null
null,영미식당,서울특별시 동대문구 제기동 635-21 ,한식,null,null,null,null,null
null,세겹살닷컴(.COM),서울특별시 동대문구 회기동 42-70 ,한식,null,null,null,null,null
null,맛있는식탁,서울특별시 동대문구 회기동 57-22 ,한식,null,null,null,null,null
null,삼학도,서울특별시 동대문구 용두동 127-18 ,일식,null,null,null,null,null
null,군산식당,서울특별시 동대문구 용두동 20-1 (용우물3길26-1) ,한식,null,null,null,null,null
null,시골집,서울특별시 동대문구 신설동 104-38 1층 ,한식,null,null,null,null,null
null,홍어닭발,서울특별시 동대문구 신설동 90-6 ,한식,null,null,null,null,null
null,먹거리식당,서울특별시 동대문구 용두동 231-5 (한빛길90) ,한식,null,null,null,null,null
null,신설보쌈앤칼국수,서울특별시 동대문구 신설동 98-38 ,한식,null,null,null,null,null
null,명진관,서울특별시 동대문구 장안동 349-17 (장평12길64) ,중국식,null,null,null,null,null
null,희야성,서울특별시 동대문구 용두동 235-23 (무학로 90) ,경양식,null,null,null,null,null
null,명성오리,서울특별시 동대문구 청량리동 315-0 ,한식,null,null,null,null,null
null,코리아 푸드스토리,서울특별시 동대문구 회기동 42-77 ,한식,null,null,null,null,null
null,39돈가스,서울특별시 동대문구 이문동 305-74 1층 ,한식,null,null,null,null,null
null,주)설빙서울이문점,서울특별시 동대문구 이문동 289-1 지상2층 ,경양식,null,null,null,null,null
null,이문닭발,서울특별시 동대문구 회기동 16-97 ,한식,null,null,null,null,null
null,명성순대국,서울특별시 동대문구 회기동 346-5 ,한식,null,null,null,null,null
null,우담,서울특별시 동대문구 회기동 108-20 ,한식,null,null,null,null,null
null,화이트캣(white cat),서울특별시 동대문구 회기동 42-77 ,경양식,null,null,null,null,null
null,조조상회,서울특별시 동대문구 신설동 102-12 ,일식,null,null,null,null,null
null,육당정육식당,서울특별시 동대문구 답십리동 498-3 ,한식,null,null,null,null,null
null,황가네소문난유황오리,서울특별시 동대문구 장안동 135-23 (장안안길21) ,한식,null,null,null,null,null
null,남원식당,서울특별시 동대문구 전농동 2-72 (성너머길7) ,한식,null,null,null,null,null
null,족발야시장 신설동점,서울특별시 동대문구 신설동 102-36 ,한식,null,null,null,null,null
null,전주식당,서울특별시 동대문구 신설동 250-34 ,한식,null,null,null,null,null
null,윤포차 연어참치초밥,서울특별시 동대문구 휘경동 329 ,일식,null,null,null,null,null
null,인연,서울특별시 동대문구 이문동 287-37 1층 ,한식,null,null,null,null,null
null,일번지정육식당장한평점,서울특별시 동대문구 장안동 433-19 ,한식,null,null,null,null,null
null,김시우초밥,서울특별시 동대문구 장안동 463-5 ,일식,null,null,null,null,null
null,생도야지세상,서울특별시 동대문구 회기동 42-20 (과학원길 28) ,한식,null,null,null,null,null
null,구이 강산,서울특별시 동대문구 장안동 453-1 ,한식,null,null,null,null,null
null,이모네왕파전,서울특별시 동대문구 휘경동 334-13 ,한식,null,null,null,null,null
null,대아,서울특별시 동대문구 이문동 238-15 (신이문길37) ,한식,null,null,null,null,null
null,용궁,서울특별시 동대문구 이문동 180-8 (한천로450-1) ,중국식,null,null,null,null,null
null,진도식당,서울특별시 동대문구 이문동 220-359 (신이문길 77) ,한식,null,null,null,null,null
null,선정숯불생고기,서울특별시 동대문구 답십리동 493-4 (천호대로139) ,한식,null,null,null,null,null
null,본스치킨,서울특별시 동대문구 답십리동 241-10 (답십리길 145) ,한식,null,null,null,null,null
null,한옥정,서울특별시 동대문구 답십리동 246-12 (답십리길 146-2) ,한식,null,null,null,null,null
null,한우리,서울특별시 동대문구 장안동 408-9 ,한식,null,null,null,null,null
null,아르누보,서울특별시 동대문구 장안동 306-1 1층 ,한식,null,null,null,null,null
null,제일식당,서울특별시 동대문구 장안동 344-9 (장평10길 7) ,한식,null,null,null,null,null
null,엄마손추어탕,서울특별시 동대문구 장안동 377-9 ,한식,null,null,null,null,null
null,청진동 해장국,서울특별시 동대문구 장안동 363-1 (장한로76) ,한식,null,null,null,null,null
null,온(ON),서울특별시 동대문구 전농동 602-6 1층 ,한식,null,null,null,null,null
null,옛날짜장,서울특별시 동대문구 청량리동 701 1층 ,한식,null,null,null,null,null
null,이화정,서울특별시 동대문구 제기동 1124 ,한식,null,null,null,null,null
null,팔선생,서울특별시 동대문구 제기동 1142-3 ,중국식,null,null,null,null,null
null,섬마을횟집,서울특별시 동대문구 청량리동 702-1 ,한식,null,null,null,null,null
null,88식당,서울특별시 동대문구 용두동 39-448 (용우물1길30) ,한식,null,null,null,null,null
null,명동칼국수샤브샤브,서울특별시 동대문구 신설동 74-2 1층 ,한식,null,null,null,null,null
null,할머니홍어집,서울특별시 동대문구 용두동 39-889 (목련1길47) ,한식,null,null,null,null,null
null,개미반점,서울특별시 동대문구 용두동 102-118 ,중국식,null,null,null,null,null
null,마사키,서울특별시 동대문구 휘경동 320-4 (휘경서길 7) ,경양식,null,null,null,null,null
null,투썸플레이스장안점,서울특별시 동대문구 장안동 375-1 ,한식,null,null,null,null,null
null,명인만두장안배봉점,서울특별시 동대문구 장안동 188-17 ,한식,null,null,null,null,null
null,장안동먹깨비간장게장해물아구찜,서울특별시 동대문구 장안동 365-6 화성빌딩 ,한식,null,null,null,null,null
null,문래동냉삼,서울특별시 동대문구 장안동 433-9 ,한식,null,null,null,null,null
null,호남웰빙맛집,서울특별시 동대문구 장안동 142-5 ,한식,null,null,null,null,null
null,행님아,서울특별시 동대문구 청량리동 260-0 지하1층 ,경양식,null,null,null,null,null
null,오봉집 경희대점,서울특별시 동대문구 회기동 42-71 1층 ,한식,null,null,null,null,null
null,79번지국수집,서울특별시 동대문구 회기동 42-79 ,한식,null,null,null,null,null
null,홈런순대국밥,서울특별시 동대문구 장안동 427-2 (장일중앙길30-1) ,한식,null,null,null,null,null
null,풍년야식,서울특별시 동대문구 장안동 417-1 (장안남1길16) ,한식,null,null,null,null,null
null,미미식당,서울특별시 동대문구 장안동 412-1 (한천로 12-2) ,한식,null,null,null,null,null
null,신가네왕코등갈비,서울특별시 동대문구 용두동 118-81 지상1층~지상2층 ,한식,null,null,null,null,null
null,청마루 한우,서울특별시 동대문구 용두동 26-22 ,한식,null,null,null,null,null
null,장터분식해성만두,서울특별시 동대문구 이문동 305-152 ,중국식,null,null,null,null,null
null,불타는닭갈비,서울특별시 동대문구 회기동 45-76 ,한식,null,null,null,null,null
null,웨딩헤너스,서울특별시 동대문구 휘경동 267-9 (지 5 6 7 8층) (망우로 171) ,뷔페식,null,null,null,null,null
null,돈통,서울특별시 동대문구 휘경동 187-20 1층 ,한식,null,null,null,null,null
null,일번지대왕갈비,서울특별시 동대문구 휘경동 276-11 ,한식,null,null,null,null,null
null,제주식당,서울특별시 동대문구 장안동 360-5 ,한식,null,null,null,null,null
null,최가네,서울특별시 동대문구 답십리동 495-1 1층 ,한식,null,null,null,null,null
null,허브영양족발,서울특별시 동대문구 장안동 286-2 ,한식,null,null,null,null,null
null,칠갑산 능이버섯 오리마을,서울특별시 동대문구 제기동 479 ,한식,null,null,null,null,null
null,보문숯불갈비,서울특별시 동대문구 청량리동 349-0 (홍릉길 44-1) ,한식,null,null,null,null,null
null,오뚝식당,서울특별시 동대문구 회기동 45-94 (청운길 6-6) ,한식,null,null,null,null,null
